id,src,pmid,pmcid,doi,epmc_id,from,source,title,authorString,journalTitle,journalVolume,pubYear,journalIssn,pageInfo,pubType,isOpenAccess,inEPMC,inPMC,hasPDF,hasBook,hasSuppl,citedByCount,hasReferences,hasTextMinedTerms,hasDbCrossReferences,hasLabsLinks,hasTMAccessionNumbers,firstIndexDate,firstPublicationDate,issue,versionNumber,pub_type
507,epmc,1826903,PMC207852,10.1128/jb.173.9.2733-2738.1991,1826903,search,MED,"Interference with phage lambda development by the small subunit of the phage 21 terminase, gp1.","Johnson G, Widner W, Xin WN, Feiss M.",J Bacteriol,173,1991,0021-9193; 1098-5530;,2733-2738,"research support, u.s. gov't, p.h.s.; research-article; journal article",N,Y,Y,Y,N,N,5,Y,Y,N,Y,N,2009-12-24,1991-05-01,9,NA,journal article
508,epmc,18521237,PMC2395388,10.1080/13577149878028,18521237,search,MED,The role of insulin-like growth factor system in soft tissue sarcomas: from physiopathology to targeted therapeutic approaches.,Zumkeller W.,Sarcoma,2,1998,1357-714x; 1369-1643;,69-76,research-article; journal article,Y,Y,Y,Y,N,N,4,Y,Y,N,N,N,2009-12-25,1998-01-01,2,NA,journal article
509,epmc,3881398,PMC214901,10.1128/jb.161.1.469-472.1985,3881398,search,MED,"Cloning and characterization of the gene product of the form II ribulose-1,5-bisphosphate carboxylase gene of Rhodopseudomonas sphaeroides.","Muller ED, Chory J, Kaplan S.",J Bacteriol,161,1985,0021-9193; 1098-5530;,469-472,"research support, u.s. gov't, p.h.s.; research-article; research support, u.s. gov't, non-p.h.s.; journal article",N,Y,Y,Y,N,N,30,Y,Y,N,N,N,2010-09-14,1985-01-01,1,NA,journal article
510,epmc,8975608,PMC167845,10.1128/aem.62.3.791-797.1996,8975608,search,MED,Analysis of the enterohemorrhagic Escherichia coli O157 DNA region containing lambdoid phage gene p and Shiga-like toxin structural genes.,"Datz M, Janetzki-Mittmann C, Franke S, Gunzer F, Schmidt H, Karch H.",Appl Environ Microbiol,62,1996,0099-2240; 1098-5336;,791-797,"research support, non-u.s. gov't; research-article; journal article",N,Y,Y,Y,N,N,40,Y,Y,Y,Y,N,2009-12-24,1996-03-01,3,NA,journal article
511,epmc,2211511,PMC526893,10.1128/jb.172.10.5767-5773.1990,2211511,search,MED,"Cloning, organization, and expression of the bioluminescence genes of Xenorhabdus luminescens.","Frackman S, Anhalt M, Nealson KH.",J Bacteriol,172,1990,0021-9193; 1098-5530;,5767-5773,"research-article; research support, u.s. gov't, non-p.h.s.; journal article",N,Y,Y,Y,N,N,75,Y,Y,N,Y,N,2010-09-11,1990-10-01,10,NA,journal article
512,epmc,3260671,PMC281724,10.1073/pnas.85.14.5235,3260671,search,MED,Infusions of recombinant human interleukins 1 alpha and 1 beta cause hypercalcemia in normal mice.,"Sabatini M, Boyce B, Aufdemorte T, Bonewald L, Mundy GR.",Proc Natl Acad Sci U S A,85,1988,0027-8424; 1091-6490;,5235-5239,"research support, u.s. gov't, p.h.s.; research support, non-u.s. gov't; research-article; journal article",N,Y,N,Y,N,N,104,Y,Y,Y,N,N,2009-12-23,1988-07-01,14,NA,journal article
513,epmc,3796596,PMC367144,10.1128/mcb.6.11.3826-3830.1986,3796596,search,MED,Microdissection of and microcloning from the short arm of human chromosome 2.,"Bates GP, Wainwright BJ, Williamson R, Brown SD.",Mol Cell Biol,6,1986,0270-7306; 1098-5549;,3826-3830,"research support, non-u.s. gov't; research-article; journal article",N,Y,Y,Y,N,N,28,Y,Y,N,N,N,2010-09-11,1986-11-01,11,NA,journal article
514,epmc,16347445,PMC204089,10.1128/aem.53.9.2247-2252.1987,16347445,search,MED,Mapping of a Bradyrhizobium japonicum DNA Region Carrying Genes for Symbiosis and an Asymmetric Accumulation of Reiterated Sequences.,"Hahn M, Hennecke H.",Appl Environ Microbiol,53,1987,0099-2240; 1098-5336;,2247-2252,research-article; journal article,N,Y,Y,Y,N,N,25,Y,Y,N,N,N,2010-09-21,1987-09-01,9,NA,journal article
515,epmc,2443481,PMC213808,10.1128/jb.169.10.4457-4462.1987,2443481,search,MED,Highly repressible expression system for cloning genes that specify potentially toxic proteins.,"O'Connor CD, Timmis KN.",J Bacteriol,169,1987,0021-9193; 1098-5530;,4457-4462,"research support, non-u.s. gov't; research-article; journal article",N,Y,Y,Y,N,N,29,Y,Y,N,Y,N,2009-12-23,1987-10-01,10,NA,journal article
516,epmc|pmc,2768196,PMC210313,10.1128/jb.171.9.5025-5030.1989,2768196,search,MED,Evidence for unlinked rrn operons in the Planctomycete Pirellula marina.,"Liesack W, Stackebrandt E.",J Bacteriol,171,1989,0021-9193; 1098-5530;,5025-5030,"research support, non-u.s. gov't; research-article; journal article",N,Y,Y,Y,N,N,35,Y,Y,Y,Y,N,2009-12-23,1989-09-01,9,NA,journal article
517,epmc,6217105,PMC1201943,10.1093/genetics/102.3.319,6217105,search,MED,The rex gene of bacteriophage lambda is really two genes.,"Matz K, Schmandt M, Gussin GN.",Genetics,102,1982,0016-6731; 1943-2631;,319-327,"research support, u.s. gov't, p.h.s.; research-article; journal article",N,Y,Y,Y,N,N,30,Y,Y,N,Y,N,2009-12-23,1982-11-01,3,NA,journal article
518,epmc,2037356,PMC257947,10.1128/iai.59.6.1941-1947.1991,2037356,search,MED,Molecular cloning and sequence analysis of antigen gene tdpA of Treponema denticola.,"Miyamoto M, Noji S, Kokeguchi S, Kato K, Kurihara H, Murayama Y, Taniguchi S.",Infect Immun,59,1991,0019-9567; 1098-5522;,1941-1947,"research support, non-u.s. gov't; research-article; journal article",N,Y,Y,Y,N,N,27,Y,Y,Y,Y,N,2009-12-24,1991-06-01,6,NA,journal article
519,epmc,1847364,PMC207286,10.1128/jb.173.4.1485-1491.1991,1847364,search,MED,Analysis of the Escherichia coli nusA10(Cs) allele: relating nucleotide changes to phenotypes.,"Craven MG, Friedman DI.",J Bacteriol,173,1991,0021-9193; 1098-5530;,1485-1491,"research support, u.s. gov't, p.h.s.; research-article; journal article",N,Y,Y,Y,N,N,23,Y,Y,N,N,N,2009-12-24,1991-02-01,4,NA,journal article
520,epmc,1854197,PMC182955,10.1128/aem.57.5.1360-1366.1991,1854197,search,MED,Expression of an L-alanine dehydrogenase gene in Zymomonas mobilis and excretion of L-alanine.,"Uhlenbusch I, Sahm H, Sprenger GA.",Appl Environ Microbiol,57,1991,0099-2240; 1098-5336;,1360-1366,"research support, non-u.s. gov't; research-article; journal article",N,Y,Y,Y,N,N,23,Y,Y,N,Y,N,2010-09-08,1991-05-01,5,NA,journal article
521,epmc,3782025,PMC213552,10.1128/jb.168.2.785-790.1986,3782025,search,MED,Mapping and cloning of a fla-che region of the Rhizobium meliloti chromosome.,"Ziegler RJ, Peirce C, Bergman K.",J Bacteriol,168,1986,0021-9193; 1098-5530;,785-790,"research-article; research support, u.s. gov't, non-p.h.s.; journal article",N,Y,Y,Y,N,N,10,Y,Y,N,N,N,2009-12-23,1986-11-01,2,NA,journal article
522,epmc,762025,PMC218503,10.1128/jb.137.1.681-685.1979,762025,search,MED,"Restriction enzyme cleavage map of Tn10, a transposon which encodes tetracycline resistance.","Jorgensen RA, Berg DE, Allet B, Reznikoff WS.",J Bacteriol,137,1979,0021-9193; 1098-5530;,681-685,research-article; journal article,N,Y,Y,Y,N,N,59,Y,Y,N,N,N,2009-12-23,1979-01-01,1,NA,journal article
523,epmc,2260621,PMC1877713,NA,2260621,search,MED,Myogenic regulatory protein (MyoD1) expression in childhood solid tumors: diagnostic utility in rhabdomyosarcoma.,"Dias P, Parham DM, Shapiro DN, Webber BL, Houghton PJ.",Am J Pathol,137,1990,0002-9440; 1525-2191;,1283-1291,"research support, u.s. gov't, p.h.s.; research support, non-u.s. gov't; research-article; journal article",N,Y,Y,Y,N,N,70,Y,Y,N,N,N,2009-12-24,1990-12-01,6,NA,journal article
524,epmc,2981802,PMC214859,10.1128/jb.161.1.219-222.1985,2981802,search,MED,Leucine tRNA family of Escherichia coli: nucleotide sequence of the supP(Am) suppressor gene.,"Thorbjarnardóttir S, Dingermann T, Rafnar T, Andrésson OS, Söll D, Eggertsson G.",J Bacteriol,161,1985,0021-9193; 1098-5530;,219-222,"research support, non-u.s. gov't; research-article; research support, u.s. gov't, non-p.h.s.; journal article",N,Y,Y,Y,N,N,19,Y,Y,Y,N,N,2010-09-10,1985-01-01,1,NA,journal article
525,epmc|pmc,3005371,PMC499612,10.1136/jcp.39.1.51,3005371,search,MED,"Study of childhood renal tumours using antisera to fibronectin, laminin, and epithelial membrane antigen.","Kumar S, Carr T, Marsden HB, Calabuig-Crespo MC.",J Clin Pathol,39,1986,0021-9746; 1472-4146;,51-57,research-article; journal article,N,Y,N,Y,N,N,23,Y,Y,N,N,N,2009-12-23,1986-01-01,1,NA,journal article
526,epmc,3902791,PMC214299,10.1128/jb.164.2.633-638.1985,3902791,search,MED,"Characterization and expression of the structural gene for pullulanase, a maltose-inducible secreted protein of Klebsiella pneumoniae.","Michaelis S, Chapon C, D'Enfert C, Pugsley AP, Schwartz M.",J Bacteriol,164,1985,0021-9193; 1098-5530;,633-638,"comparative study; research support, non-u.s. gov't; research-article; journal article",N,Y,Y,Y,N,N,65,Y,Y,N,N,N,2009-12-23,1985-11-01,2,NA,journal article
527,epmc|pmc,8340750,PMC2191130,10.1084/jem.178.2.381,8340750,search,MED,Inhibition of c-fes expression by an antisense oligomer causes apoptosis of HL60 cells induced to granulocytic differentiation.,"Manfredini R, Grande A, Tagliafico E, Barbieri D, Zucchini P, Citro G, Zupi G, Franceschi C, Torelli U, Ferrari S.",J Exp Med,178,1993,0022-1007; 1540-9538;,381-389,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,N,29,Y,Y,N,Y,N,2009-12-24,1993-08-01,2,NA,journal article
528,epmc,3155715,PMC214857,10.1128/jb.161.1.207-211.1985,3155715,search,MED,Escherichia coli supH suppressor: temperature-sensitive missense suppression caused by an anticodon change in tRNASer2.,"Thorbjarnardóttir S, Uemura H, Dingermann T, Rafnar T, Thorsteinsdóttir S, Söll D, Eggertsson G.",J Bacteriol,161,1985,0021-9193; 1098-5530;,207-211,"research support, non-u.s. gov't; research-article; research support, u.s. gov't, non-p.h.s.; journal article",N,Y,Y,Y,N,N,17,Y,Y,Y,Y,N,2010-09-10,1985-01-01,1,NA,journal article
529,epmc,8631680,PMC178027,10.1128/jb.178.10.2902-2910.1996,8631680,search,MED,Characterization of the primary immunity region of the Escherichia coli linear plasmid prophage N15.,"Lobocka MB, Svarchevsky AN, Rybchin VN, Yarmolinsky MB.",J Bacteriol,178,1996,0021-9193; 1098-5530;,2902-2910,"research support, non-u.s. gov't; research-article; journal article",N,Y,Y,Y,N,N,26,Y,Y,Y,Y,N,2009-12-24,1996-05-01,10,NA,journal article
530,epmc,1854195,PMC182951,10.1128/aem.57.5.1333-1339.1991,1854195,search,MED,Isolation and characterization of chromosomal promoters of Streptococcus salivarius subsp. thermophilus.,"Slos P, Bourquin JC, Lemoine Y, Mercenier A.",Appl Environ Microbiol,57,1991,0099-2240; 1098-5336;,1333-1339,"research support, non-u.s. gov't; research-article; journal article",N,Y,Y,Y,N,N,28,Y,Y,Y,Y,N,2010-09-10,1991-05-01,5,NA,journal article
531,epmc,2022616,PMC207911,10.1128/jb.173.10.3170-3176.1991,2022616,search,MED,"Subcloning, nucleotide sequence, and expression of trkG, a gene that encodes an integral membrane protein involved in potassium uptake via the Trk system of Escherichia coli.","Schlösser A, Kluttig S, Hamann A, Bakker EP.",J Bacteriol,173,1991,0021-9193; 1098-5530;,3170-3176,"research support, non-u.s. gov't; research-article; journal article",N,Y,Y,Y,N,N,25,Y,Y,Y,Y,N,2009-12-24,1991-05-01,10,NA,journal article
532,epmc,16696034,PMC408001,10.1136/mp.48.6.m333,16696034,search,MED,IGF-II dependent autocrine growth in cell lines derived from renal tumours of childhood.,"Zumkeller W, Mahmood A, Dellow R, Schofield PN.",Clin Mol Pathol,48,1995,1355-2910,M333-41,research-article; journal article,N,Y,N,Y,N,N,1,Y,Y,N,N,N,2010-09-16,1995-12-01,6,NA,journal article
533,epmc|pmc,178927,PMC354787,10.1128/jvi.18.3.885-893.1976,178927,search,MED,Herpes simplex virus DNA in transformed cells: sequence complexity in five hamster cell lines and one derived hamster tumor.,"Frenkel N, Locker H, Cox B, Roizman B, Rapp F.",J Virol,18,1976,0022-538x; 1098-5514;,885-893,"comparative study; research support, u.s. gov't, p.h.s.; research-article; research support, u.s. gov't, non-p.h.s.; journal article",N,Y,Y,Y,N,N,54,Y,Y,N,N,N,2009-12-23,1976-06-01,3,NA,journal article
534,epmc|pmc,3459175,PMC323722,10.1073/pnas.83.12.4312,3459175,search,MED,Regulated gene expression in transfected primary chicken erythrocytes.,"Hesse JE, Nickol JM, Lieber MR, Felsenfeld G.",Proc Natl Acad Sci U S A,83,1986,0027-8424; 1091-6490;,4312-4316,research-article; journal article,N,Y,N,Y,N,N,76,Y,Y,Y,Y,N,2009-12-23,1986-06-01,12,NA,journal article
535,epmc|pmc,6408064,PMC217690,10.1128/jb.155.1.381-390.1983,6408064,search,MED,Electron microscopy of frozen-hydrated bacteria.,"Dubochet J, McDowall AW, Menge B, Schmid EN, Lickfeld KG.",J Bacteriol,155,1983,0021-9193; 1098-5530;,381-390,research-article; journal article,N,Y,Y,Y,N,N,99,Y,Y,N,Y,N,2009-12-23,1983-07-01,1,NA,journal article
536,epmc,8349540,PMC204961,10.1128/jb.175.16.4970-4978.1993,8349540,search,MED,Minimum domain of the Shiga toxin A subunit required for enzymatic activity.,"Haddad JE, al-Jaufy AY, Jackson MP.",J Bacteriol,175,1993,0021-9193; 1098-5530;,4970-4978,"research support, u.s. gov't, p.h.s.; research-article; journal article",N,Y,Y,Y,N,N,9,Y,Y,N,Y,N,2009-12-24,1993-08-01,16,NA,journal article
537,epmc,2834318,PMC211078,10.1128/jb.170.5.2005-2011.1988,2834318,search,MED,Translational control of exported proteins that results from OmpC porin overexpression.,"Click EM, McDonald GA, Schnaitman CA.",J Bacteriol,170,1988,0021-9193; 1098-5530;,2005-2011,"research-article; research support, u.s. gov't, non-p.h.s.; journal article",N,Y,Y,Y,N,N,20,Y,Y,N,N,N,2009-12-23,1988-05-01,5,NA,journal article
538,epmc,1781685,PMC183960,10.1128/aem.57.11.3278-3286.1991,1781685,search,MED,Frankia genus-specific characterization by polymerase chain reaction.,"Simonet P, Grosjean MC, Misra AK, Nazaret S, Cournoyer B, Normand P.",Appl Environ Microbiol,57,1991,0099-2240; 1098-5336;,3278-3286,"research support, non-u.s. gov't; research-article; journal article",N,Y,Y,Y,N,N,47,Y,Y,N,Y,N,2010-09-10,1991-11-01,11,NA,journal article
539,epmc,1655695,PMC208343,10.1128/jb.173.19.5992-5998.1991,1655695,search,MED,"Lactose metabolism by Staphylococcus aureus: characterization of lacABCD, the structural genes of the tagatose 6-phosphate pathway.","Rosey EL, Oskouian B, Stewart GC.",J Bacteriol,173,1991,0021-9193; 1098-5530;,5992-5998,"research support, u.s. gov't, p.h.s.; research support, non-u.s. gov't; research-article; journal article",N,Y,Y,Y,N,N,35,Y,Y,Y,Y,N,2010-09-10,1991-10-01,19,NA,journal article
540,epmc,3036764,PMC212332,10.1128/jb.169.7.2950-2955.1987,3036764,search,MED,"Analysis, cloning, and high-level expression of 2,4-dichlorophenoxyacetate monooxygenase gene tfdA of Alcaligenes eutrophus JMP134.","Streber WR, Timmis KN, Zenk MH.",J Bacteriol,169,1987,0021-9193; 1098-5530;,2950-2955,"research support, non-u.s. gov't; research-article; journal article",N,Y,Y,Y,N,N,121,Y,Y,Y,Y,N,2010-09-10,1987-07-01,7,NA,journal article
541,epmc,3033315,PMC254186,10.1128/jvi.61.6.1828-1833.1987,3033315,search,MED,An aberrant avian leukosis virus provirus inserted downstream from the chicken c-myc coding sequence in a bursal lymphoma results from intrachromosomal recombination between two proviruses and deletion of cellular DNA.,"Nottenburg C, Stubblefield E, Varmus HE.",J Virol,61,1987,0022-538x; 1098-5514;,1828-1833,"research support, u.s. gov't, p.h.s.; research support, non-u.s. gov't; research-article; journal article",N,Y,Y,Y,N,N,5,Y,Y,Y,N,N,2009-12-23,1987-06-01,6,NA,journal article
542,epmc,1675213,PMC207968,10.1128/jb.173.11.3531-3538.1991,1675213,search,MED,Chromosomal deletion and rearrangement in Streptomyces glaucescens.,"Birch A, Häusler A, Rüttener C, Hütter R.",J Bacteriol,173,1991,0021-9193; 1098-5530;,3531-3538,"comparative study; research support, non-u.s. gov't; research-article; journal article",N,Y,Y,Y,N,N,22,Y,Y,Y,Y,N,2009-12-24,1991-06-01,11,NA,journal article
543,epmc,2981473,PMC1887840,NA,2981473,search,MED,Extracellular matrix and epithelial differentiation of Wilms' tumor.,"Sariola H, Ekblom P, Rapola J, Vaheri A, Timpl R.",Am J Pathol,118,1985,0002-9440; 1525-2191;,96-107,"research support, non-u.s. gov't; research-article; journal article",N,Y,Y,Y,N,N,22,Y,Y,N,N,N,2009-12-23,1985-01-01,1,NA,journal article
544,epmc,6454136,PMC319063,10.1073/pnas.78.1.410,6454136,search,MED,lambda altSF: a phage variant that acquired the ability to substitute specific sets of genes at high frequency.,"Friedman D, Tomich P, Parsons C, Olson E, Deans R, Flamm E.",Proc Natl Acad Sci U S A,78,1981,0027-8424; 1091-6490;,410-414,"research support, u.s. gov't, p.h.s.; research-article; journal article",N,Y,N,Y,N,N,0,Y,Y,N,N,N,2009-12-24,1981-01-01,1,NA,journal article
545,epmc,2916655,PMC1879589,NA,2916655,search,MED,Cytoarchitectural analysis of epithelial sheets formed in vitro by hepatic tumor cells possessing defined intermediate-sized filament cytoskeletal abnormalities.,"Ryan MP, Borenfreund E, Higgins PJ.",Am J Pathol,134,1989,0002-9440; 1525-2191;,447-456,"research support, non-u.s. gov't; research-article; research support, u.s. gov't, non-p.h.s.; journal article",N,Y,Y,Y,N,N,12,Y,Y,N,N,N,2009-12-23,1989-02-01,2,NA,journal article
546,epmc,NA,PMC6012612,NA,PMC6012612,search,PMC,"Abstracts from the 18th International Symposium on Pediatric Neuro-Oncology (ISPNO 2018) June 30 – July 3, 2018 Hyatt Regency Hotel Denver, Colorado, USA",NA,Neuro Oncol,20,2018,1522-8517; 1523-5866;,i27-i213,other,N,Y,Y,Y,N,N,0,N,N,N,N,N,2019-06-06,2018-06-01,suppl 2,NA,other
547,epmc,2645213,PMC313188,10.1128/iai.57.3.850-857.1989,2645213,search,MED,"Sequence analysis of rsk, a portion of the 95-kilobase plasmid of Salmonella typhimurium associated with resistance to the bactericidal activity of serum.","Vandenbosch JL, Rabert DK, Kurlandsky DR, Jones GW.",Infect Immun,57,1989,0019-9567; 1098-5522;,850-857,"research support, u.s. gov't, p.h.s.; research-article; journal article",N,Y,Y,Y,N,N,32,Y,Y,N,N,N,2009-12-23,1989-03-01,3,NA,journal article
548,epmc,1987165,PMC207077,10.1128/jb.173.2.826-833.1991,1987165,search,MED,The korF region of broad-host-range plasmid RK2 encodes two polypeptides with transcriptional repressor activity.,"Jagura-Burdzy G, Ibbotson JP, Thomas CM.",J Bacteriol,173,1991,0021-9193; 1098-5530;,826-833,"research support, non-u.s. gov't; research-article; journal article",N,Y,Y,Y,N,N,45,Y,Y,Y,Y,N,2009-12-24,1991-01-01,2,NA,journal article
549,epmc,8244923,PMC206910,10.1128/jb.175.23.7541-7549.1993,8244923,search,MED,A novel antivirulence element in the temperate bacteriophage HK022.,"Carlson NG, Little JW.",J Bacteriol,175,1993,0021-9193; 1098-5530;,7541-7549,"research support, u.s. gov't, p.h.s.; research-article; journal article",N,Y,Y,Y,N,N,8,Y,Y,N,N,N,2009-12-24,1993-12-01,23,NA,journal article
550,epmc,3019889,PMC260138,10.1128/iai.54.1.207-212.1986,3019889,search,MED,Organization of genes encoding two outer membrane proteins of the Lyme disease agent Borrelia burgdorferi within a single transcriptional unit.,"Howe TR, LaQuier FW, Barbour AG.",Infect Immun,54,1986,0019-9567; 1098-5522;,207-212,research-article; journal article,N,Y,Y,Y,N,N,71,Y,Y,N,Y,N,2009-12-23,1986-10-01,1,NA,journal article
551,epmc,2536671,PMC209703,10.1128/jb.171.2.1068-1074.1989,2536671,search,MED,A recB recC sbcB recJ host prevents recA-independent deletions in recombinant cosmid DNA propagated in Escherichia coli.,"Ishiura M, Hazumi N, Koide T, Uchida T, Okada Y.",J Bacteriol,171,1989,0021-9193; 1098-5530;,1068-1074,"research support, non-u.s. gov't; research-article; journal article",N,Y,Y,Y,N,N,17,Y,Y,N,Y,N,2010-09-11,1989-02-01,2,NA,journal article
552,epmc,2166807,PMC247872,10.1128/jvi.64.9.4099-4107.1990,2166807,search,MED,Lack of myristoylation of poliovirus capsid polypeptide VP0 prevents the formation of virions or results in the assembly of noninfectious virus particles.,"Marc D, Masson G, Girard M, van der Werf S.",J Virol,64,1990,0022-538x; 1098-5514;,4099-4107,research-article; journal article,N,Y,Y,Y,N,N,43,Y,Y,N,N,N,2009-12-24,1990-09-01,9,NA,journal article
553,epmc,8099072,PMC204751,10.1128/jb.175.11.3511-3519.1993,8099072,search,MED,"Cloning, sequencing, and expression of the gene encoding methylmalonyl-coenzyme A mutase from Streptomyces cinnamonensis.","Birch A, Leiser A, Robinson JA.",J Bacteriol,175,1993,0021-9193; 1098-5530;,3511-3519,"comparative study; research support, non-u.s. gov't; research-article; journal article",N,Y,Y,Y,N,N,35,Y,Y,Y,Y,N,2010-09-14,1993-06-01,11,NA,journal article
554,epmc,3011733,PMC215236,10.1128/jb.166.3.1089-1095.1986,3011733,search,MED,"camR, a negative regulator locus of the cytochrome P-450cam hydroxylase operon.","Koga H, Aramaki H, Yamaguchi E, Takeuchi K, Horiuchi T, Gunsalus IC.",J Bacteriol,166,1986,0021-9193; 1098-5530;,1089-1095,"research support, u.s. gov't, p.h.s.; research support, non-u.s. gov't; research-article; research support, u.s. gov't, non-p.h.s.; journal article",N,Y,Y,Y,N,N,21,Y,Y,Y,N,N,2009-12-23,1986-06-01,3,NA,journal article
555,epmc,1346154,PMC2119064,10.1084/jem.175.1.175,1346154,search,MED,Searching for hematopoietic stem cells: evidence that Thy-1.1lo Lin- Sca-1+ cells are the only stem cells in C57BL/Ka-Thy-1.1 bone marrow.,"Uchida N, Weissman IL.",J Exp Med,175,1992,0022-1007; 1540-9538;,175-184,"research support, u.s. gov't, p.h.s.; research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,N,197,Y,Y,N,Y,N,2010-09-08,1992-01-01,1,NA,journal article
556,epmc,2137119,PMC208539,10.1128/jb.172.2.1077-1084.1990,2137119,search,MED,Improved vector system for constructing transcriptional fusions that ensures independent translation of lacZ.,"Linn T, St Pierre R.",J Bacteriol,172,1990,0021-9193; 1098-5530;,1077-1084,"research support, non-u.s. gov't; research-article; journal article",N,Y,Y,Y,N,N,143,Y,Y,Y,Y,N,2009-12-24,1990-02-01,2,NA,journal article
557,epmc,2019562,PMC207871,10.1128/jb.173.9.2897-2905.1991,2019562,search,MED,Dual start motif in two lambdoid S genes unrelated to lambda S.,"Bonovich MT, Young R.",J Bacteriol,173,1991,0021-9193; 1098-5530;,2897-2905,"comparative study; research support, u.s. gov't, p.h.s.; research support, non-u.s. gov't; research-article; journal article",N,Y,Y,Y,N,N,42,Y,Y,Y,N,N,2009-12-24,1991-05-01,9,NA,journal article
558,epmc|pmc,461185,PMC327843,10.1093/nar/6.6.2165,461185,search,MED,"The influence of terminal 3', 5' phosphates on conformations of dApdA.","Broyde S, Hingerty B.",Nucleic Acids Res,6,1979,0305-1048; 1362-4962;,2165-2178,"research support, u.s. gov't, p.h.s.; research-article; research support, u.s. gov't, non-p.h.s.; journal article",N,Y,N,Y,N,N,14,Y,Y,N,N,N,2009-12-24,1979-01-01,6,NA,journal article
559,epmc|pmc,2705508,PMC1879777,NA,2705508,search,MED,Analysis of healing after myocardial infarction using polarized light microscopy.,"Whittaker P, Boughner DR, Kloner RA.",Am J Pathol,134,1989,0002-9440; 1525-2191;,879-893,"research support, non-u.s. gov't; research-article; journal article",N,Y,Y,Y,N,N,94,Y,Y,N,N,N,2009-12-23,1989-04-01,4,NA,journal article
560,epmc,7672588,PMC1206672,10.1093/genetics/140.3.875,7672588,search,MED,Transcription termination signals in the nin region of bacteriophage lambda: identification of Rho-dependent termination regions.,"Cheng SW, Court DL, Friedman DI.",Genetics,140,1995,0016-6731; 1943-2631;,875-887,"comparative study; research support, u.s. gov't, p.h.s.; research-article; journal article",N,Y,Y,Y,N,N,18,Y,Y,N,Y,N,2009-12-24,1995-07-01,3,NA,journal article
561,epmc,8335363,PMC281006,10.1128/iai.61.8.3318-3326.1993,8335363,search,MED,Repeats in an extracellular protein of weakly pathogenic strains of Streptococcus suis type 2 are absent in pathogenic strains.,"Smith HE, Reek FH, Vecht U, Gielkens AL, Smits MA.",Infect Immun,61,1993,0019-9567; 1098-5522;,3318-3326,research-article; journal article,N,Y,Y,Y,N,N,51,Y,Y,Y,Y,N,2009-12-24,1993-08-01,8,NA,journal article
562,epmc,NA,PMC8456681,NA,PMC8456681,search,PMC,Abstracts des Kongresses für Kinder- und Jugendmedizin 2021,NA,Monatsschr Kinderheilkd,169,2021,0026-9298,91-204,abstract,Y,Y,Y,Y,N,N,0,N,N,N,N,N,2021-09-24,2021-01-01,suppl 3,NA,abstract
563,epmc,1840579,PMC259005,10.1128/iai.59.11.4117-4124.1991,1840579,search,MED,Identification of Mycobacterium leprae antigens from a cosmid library: characterization of a 15-kilodalton antigen that is recognized by both the humoral and cellular immune systems in leprosy patients.,"Sela S, Thole JE, Ottenhoff TH, Clark-Curtiss JE.",Infect Immun,59,1991,0019-9567; 1098-5522;,4117-4124,"research support, u.s. gov't, p.h.s.; research support, non-u.s. gov't; research-article; journal article",N,Y,Y,Y,N,N,20,Y,Y,Y,Y,N,2009-12-23,1991-11-01,11,NA,journal article
564,epmc,2832380,PMC211030,10.1128/jb.170.4.1775-1782.1988,2832380,search,MED,Distribution and diversity of hsd genes in Escherichia coli and other enteric bacteria.,"Daniel AS, Fuller-Pace FV, Legge DM, Murray NE.",J Bacteriol,170,1988,0021-9193; 1098-5530;,1775-1782,"research support, non-u.s. gov't; research-article; journal article",N,Y,Y,Y,N,N,34,Y,Y,N,N,N,2009-12-23,1988-04-01,4,NA,journal article
565,epmc,3343349,PMC442548,10.1172/jci113406,3343349,search,MED,"Effects of a synthetic peptide of a parathyroid hormone-related protein on calcium homeostasis, renal tubular calcium reabsorption, and bone metabolism in vivo and in vitro in rodents.","Yates AJ, Gutierrez GE, Smolens P, Travis PS, Katz MS, Aufdemorte TB, Boyce BF, Hymer TK, Poser JW, Mundy GR.",J Clin Invest,81,1988,0021-9738; 1558-8238;,932-938,"research support, u.s. gov't, p.h.s.; research support, non-u.s. gov't; research-article; journal article",N,Y,N,Y,N,N,134,Y,Y,N,Y,N,2009-12-23,1988-03-01,3,NA,journal article
566,epmc,2072911,PMC361224,10.1128/mcb.11.8.4111-4120.1991,2072911,search,MED,The highly conserved N-terminal domains of histones H3 and H4 are required for normal cell cycle progression.,"Morgan BA, Mittman BA, Smith MM.",Mol Cell Biol,11,1991,0270-7306; 1098-5549;,4111-4120,"comparative study; research support, u.s. gov't, p.h.s.; research-article; journal article",N,Y,Y,Y,N,N,72,Y,Y,Y,Y,N,2009-12-24,1991-08-01,8,NA,journal article
567,epmc,2059048,PMC182820,10.1128/aem.57.4.901-909.1991,2059048,search,MED,"Cloning, characterization, and multiple chromosomal integration of a Bacillus alkaline protease gene.","van der Laan JC, Gerritse G, Mulleners LJ, van der Hoek RA, Quax WJ.",Appl Environ Microbiol,57,1991,0099-2240; 1098-5336;,901-909,"research support, non-u.s. gov't; research-article; journal article",N,Y,Y,Y,N,N,27,Y,Y,Y,Y,N,2009-12-24,1991-04-01,4,NA,journal article
