id,src,pmid,pmcid,doi,epmc_id
1014,epmc,30477645,NA,10.1016/j.prp.2018.10.009,30477645
1015,epmc,32277847,PMC9302020,10.1111/all.14314,32277847
1016,epmc,31642469,PMC7145690,10.1093/nar/gkz930,31642469
1017,epmc,34879086,PMC8654176,10.1371/journal.pone.0260432,34879086
1018,epmc,35116665,PMC8797894,10.21037/tcr-21-526,35116665
1019,epmc,33148605,PMC7725600,10.1242/bio.053934,33148605
1020,epmc,33891554,PMC8791434,10.1109/tcbb.2021.3075299,33891554
1021,epmc,34557778,PMC8454663,10.1016/j.xinn.2021.100141,34557778
1022,epmc,31527307,PMC6781986,10.18632/aging.102278,31527307
1023,epmc,33104772,PMC7778941,10.1093/nar/gkaa914,33104772
1024,epmc,36072904,PMC9444421,10.1155/2022/8611755,36072904
1025,epmc,36125173,PMC9372416,10.1111/cts.13302,36125173
1026,epmc,35118066,PMC8804500,10.3389/fcell.2021.771354,35118066
1027,epmc,32548638,PMC7647319,10.1093/jamia/ocaa061,32548638
1028,epmc,34788826,PMC8728202,10.1093/nar/gkab1037,34788826
1029,epmc,34500460,PMC8728249,10.1093/nar/gkab784,34500460
1030,epmc,NA,NA,10.1101/324053,PPR12621
1031,epmc,30626441,PMC6327432,10.1186/s13023-018-0980-6,30626441
1032,epmc,NA,NA,10.1101/048843,PPR34565
1033,epmc,35558518,PMC9088009,10.3389/fonc.2022.849640,35558518
1034,epmc,29360930,NA,10.1093/bioinformatics/bty027,29360930
1035,epmc,28619054,PMC5472867,10.1186/s12918-017-0437-x,28619054
1036,epmc,35497880,PMC9045970,10.1155/2022/3027200,35497880
1037,epmc,32111231,PMC7048090,10.1186/s13045-020-00849-7,32111231
1038,epmc,35256770,PMC9090782,10.1038/s41431-022-01054-5,35256770
1039,epmc,36226171,PMC9549267,10.3389/fgene.2022.944425,36226171
1040,epmc,34366992,PMC8339378,10.3389/fpsyg.2021.673586,34366992
1041,epmc,29365045,NA,10.1093/bioinformatics/bty002,29365045
1042,epmc,33494105,PMC7833928,10.1093/database/baab003,33494105
1043,epmc,31338870,PMC6771803,10.1002/jcb.29200,31338870
1044,epmc,34777204,PMC8580415,10.3389/fneur.2021.736474,34777204
1045,epmc,34987393,PMC8720925,10.3389/fphar.2021.764279,34987393
1046,epmc,30540756,PMC6291106,10.1371/journal.pone.0207359,30540756
1047,epmc,32004491,PMC7255817,10.1016/s2352-3026(20)30006-5,32004491
1048,epmc,34267256,PMC8282839,10.1038/s41598-021-93555-4,34267256
1049,epmc,33343635,PMC7738566,10.3389/fgene.2020.595550,33343635
1050,epmc,35873469,PMC9299079,10.3389/fgene.2022.929736,35873469
1051,epmc,35653350,PMC9216567,10.1093/database/baac037,35653350
1052,epmc,36103220,PMC9520391,10.2196/35675,36103220
1053,epmc,NA,NA,NA,PPR274245
1054,epmc,33323103,PMC7739481,10.1186/s12859-020-03847-1,33323103
1055,epmc,32194616,PMC7064548,10.3389/fgene.2020.00101,32194616
1056,epmc,35449073,PMC9027881,10.1186/s13046-022-02355-9,35449073
1057,epmc,30022161,PMC6430198,10.1038/s41586-018-0350-5,30022161
1058,epmc,35814246,PMC9263450,10.3389/fphar.2022.870599,35814246
1059,epmc,NA,NA,10.1101/2020.06.18.20135103,PPR178472
1060,epmc,34794473,PMC8600882,10.1186/s13023-021-02120-9,34794473
1061,epmc,34667368,PMC8517947,10.1007/s00354-021-00136-0,34667368
1062,epmc,29993782,NA,10.1109/tcbb.2018.2817624,29993782
1063,epmc,34820659,PMC8591903,10.1016/j.xgen.2021.100028,34820659
1064,epmc,33751044,PMC9020200,10.1093/cvr/cvab067,33751044
1065,epmc,NA,NA,10.7287/peerj.preprints.3255v2,PPR96032
1066,epmc,32825147,PMC7503469,10.3390/ijerph17176038,32825147
1067,epmc,36105211,PMC9464864,10.3389/fphar.2022.944735,36105211
1068,epmc,36115864,PMC9482647,10.1038/s41598-022-17585-2,36115864
1069,epmc,35805194,PMC9266127,10.3390/cells11132110,35805194
1070,epmc,34642549,PMC8500271,10.1007/s00521-021-06517-2,34642549
1071,epmc,34381790,PMC8352440,10.3389/fcell.2021.722410,34381790
1072,epmc,30311377,PMC7418072,10.1002/humu.23632,30311377
1073,epmc,27060160,PMC4825350,10.1093/database/baw039,27060160
1074,epmc,27454167,PMC4959351,10.1186/s12859-016-1131-5,27454167
1075,epmc,36167495,PMC9513885,10.1186/s12859-022-04957-8,36167495
1076,epmc,36092880,PMC9450221,10.3389/fgene.2022.905518,36092880
1077,epmc,35244317,PMC9440950,10.1111/bdi.13198,35244317
1078,epmc,36249797,PMC9562112,10.3389/fphar.2022.1004766,36249797
1079,epmc,34345410,PMC8323147,10.1093/ckj/sfab056,34345410
1080,epmc,31584095,PMC6943079,10.1093/nar/gkz840,31584095
1081,epmc,30097905,NA,10.1007/s40261-018-0683-8,30097905
1082,epmc,31848894,PMC7256132,10.1007/s10278-019-00303-2,31848894
1083,epmc,35840550,PMC9287446,10.1038/s41467-022-31488-w,35840550
1084,epmc,33224878,PMC7667276,10.3389/fonc.2020.575366,33224878
1085,epmc,36034595,PMC9403737,10.3389/frai.2022.932665,36034595
1086,epmc,34747489,PMC8728232,10.1093/nar/gkab1046,34747489
1087,epmc,36012119,PMC9407713,10.3390/ijms23168856,36012119
1088,epmc,28535296,PMC5870770,10.1093/bioinformatics/btx334,28535296
1089,epmc,32585624,PMC7321789,10.1016/j.omtn.2020.05.018,32585624
1090,epmc,28589854,PMC5461528,10.1186/s12920-017-0265-2,28589854
1091,epmc,28336542,PMC5435856,10.1261/rna.059089.116,28336542
1092,epmc,NA,NA,10.21203/rs.3.rs-20828/v1,PPR138975
1093,epmc,33604492,PMC7889036,10.1016/j.cotox.2019.03.002,33604492
1094,epmc,30286548,NA,10.1016/j.chemosphere.2018.09.010,30286548
1095,epmc,33500384,PMC7838256,10.1038/s41419-021-03422-3,33500384
1096,epmc,32235747,PMC7151213,10.3390/diagnostics10030171,32235747
1097,epmc,30335168,PMC6344856,10.1093/nar/gky950,30335168
1098,epmc,30042356,PMC6121366,10.3390/ijms19082162,30042356
1099,epmc,30090932,PMC6233646,10.1001/jamacardio.2018.2371,30090932
1100,epmc,36085357,PMC9463163,10.1038/s42003-022-03900-0,36085357
1101,epmc,29408622,NA,10.1016/j.gene.2018.01.083,29408622
1102,epmc,35719372,PMC9201286,10.3389/fgene.2022.784073,35719372
1103,epmc,30308865,NA,10.1016/j.scitotenv.2018.09.085,30308865
1104,epmc,31632480,PMC6775707,10.7150/jca.29293,31632480
1105,epmc,31584099,PMC6943049,10.1093/nar/gkz843,31584099
1106,epmc,31822126,PMC7033621,10.1080/14789450.2019.1703678,31822126
1107,epmc,NA,NA,10.7287/peerj.preprints.2259v1,PPR38088
1108,epmc,35854723,PMC9285157,NA,35854723
1109,epmc,31918046,PMC6992905,10.1016/j.isci.2019.100780,31918046
1110,epmc,31622447,PMC6797171,10.1371/journal.pone.0224089,31622447
1111,epmc,30407591,PMC6323934,10.1093/nar/gky1037,30407591
1112,epmc,35058726,PMC8753521,10.1016/j.jgr.2021.07.008,35058726
1113,epmc,31601051,PMC6826485,10.3390/genes10100784,31601051
1114,epmc,34469540,PMC8728140,10.1093/nar/gkab733,34469540
1115,epmc,36012577,PMC9409075,10.3390/ijms23169318,36012577
1116,epmc,27788142,PMC5082890,10.1371/journal.pone.0162828,27788142
1117,epmc,33196847,PMC7779013,10.1093/nar/gkaa1027,33196847
1118,epmc,36238641,PMC9553392,10.1155/2022/7958542,36238641
1119,epmc,29688366,PMC5836265,10.1093/database/bay011,29688366
1120,epmc,35309013,PMC8861745,NA,35309013
1121,epmc,35264663,PMC8907294,10.1038/s41598-022-07624-3,35264663
1122,epmc,NA,NA,NA,PPR266853
1123,epmc,NA,NA,10.1101/030593,PPR35047
1124,epmc,34354452,PMC8325051,10.1016/j.sjbs.2021.04.076,34354452
1125,epmc,31701156,PMC7056945,10.1093/nar/gkz997,31701156
1126,epmc,35611543,PMC9372428,10.1111/cts.13301,35611543
1127,epmc,36226184,PMC9548996,10.3389/fgene.2022.919210,36226184
1128,epmc,31270560,PMC6836689,10.1007/s00335-019-09809-0,31270560
1129,epmc,29425702,NA,10.1016/j.ejmg.2018.01.013,29425702
1130,epmc,35627162,PMC9140830,10.3390/genes13050778,35627162
1131,epmc,26935103,PMC4826978,10.1242/dmm.023317,26935103
1132,epmc,36106556,PMC9549503,10.1111/jcmm.17532,36106556
1133,epmc,34939069,PMC8685209,10.3389/fdgth.2021.781227,34939069
1134,epmc,33109251,PMC7590677,10.1186/s13023-020-01591-6,33109251
1135,epmc,34850121,PMC8728300,10.1093/nar/gkab1030,34850121
1136,epmc,35292119,PMC8922780,10.1186/s13326-022-00264-6,35292119
1137,epmc,NA,NA,10.1101/2022.09.07.506953,PPR541877
1138,epmc,34570230,PMC8728209,10.1093/nar/gkab860,34570230
1139,epmc,29688358,PMC5824776,10.1093/database/bay010,29688358
1140,epmc,35186112,PMC8849967,10.1155/2022/2616827,35186112
1141,epmc,27009807,PMC4805243,10.1093/database/baw034,27009807
1142,epmc,29688514,PMC5967454,10.1093/molbev/msy085,29688514
1143,epmc,30506726,PMC6335546,10.1111/jvim.15375,30506726
1144,epmc,27508237,PMC4961784,10.1016/j.dib.2016.07.018,27508237
1145,epmc,28794857,PMC5538035,10.12688/f1000research.9837.1,28794857
1146,epmc,29559248,NA,10.1016/j.prp.2018.03.002,29559248
1147,epmc,34019647,PMC8262689,10.1093/nar/gkab347,34019647
1148,epmc,33777862,PMC7991078,10.3389/fped.2021.611112,33777862
1149,epmc,31354784,PMC6635550,10.3389/fgene.2019.00605,31354784
1150,epmc,30373515,PMC6206985,10.1186/s12864-018-5170-3,30373515
1151,epmc,29295229,NA,NA,29295229
1152,epmc,33599246,PMC7904053,10.1093/database/baab006,33599246
1153,epmc,35663304,PMC9162431,10.3389/fendo.2022.876960,35663304
1154,epmc,26395080,PMC4580356,10.1186/s12976-015-0017-y,26395080
1155,epmc,35585523,PMC9118874,10.1186/s12905-022-01765-3,35585523
1156,epmc,NA,PMC6246113,NA,PMC6246113
1157,epmc,35655797,PMC9152432,10.3389/fendo.2022.887843,35655797
1158,epmc,NA,NA,NA,PPR268841
1159,epmc,35218153,PMC9314622,10.1111/andr.13167,35218153
1160,epmc,34445212,PMC8395191,10.3390/ijms22168505,34445212
1161,epmc,27457921,PMC4960572,10.1038/srep30024,27457921
1162,epmc,28387604,PMC5546543,10.1080/15476286.2017.1312243,28387604
1163,epmc,NA,NA,10.26434/chemrxiv.12136470.v1,PPR152657
1164,epmc,28693373,PMC6348426,10.1177/1933719117716779,28693373
1165,epmc,34788843,PMC8689983,10.1093/nar/gkab1028,34788843
1166,epmc,33138777,PMC7607678,10.1186/s12864-020-07109-5,33138777
1167,epmc,35927282,PMC9352715,10.1038/s41597-022-01598-7,35927282
1168,epmc,34326821,PMC8315281,10.3389/fmicb.2021.685549,34326821
1169,epmc,34179346,PMC8212091,10.1002/adtp.202100055,34179346
1170,epmc,34411100,PMC8375987,10.1371/journal.pcbi.1009226,34411100
1171,epmc,33274348,PMC7703682,10.1089/nsm.2020.0011,33274348
1172,epmc,35705453,PMC9345223,10.7861/clinmed.2021-0725,35705453
1173,epmc,35330072,PMC8950114,10.3390/jcm11061747,35330072
1174,epmc,25677125,NA,10.1093/bioinformatics/btu684,25677125
1175,epmc,29029599,PMC5640914,10.1186/s12859-017-1852-0,29029599
1176,epmc,35757721,PMC9226453,10.3389/fimmu.2022.873787,35757721
1177,epmc,32028264,PMC7041771,10.18632/aging.102746,32028264
1178,epmc,30349491,PMC6186823,10.3389/fpsyt.2018.00487,30349491
1179,epmc,32308672,PMC7152979,10.1155/2020/9210748,32308672
1180,epmc,33231642,PMC7779030,10.1093/nar/gkaa1083,33231642
1181,epmc,30591027,PMC6309066,10.1186/s12859-018-2468-8,30591027
1182,epmc,34702888,PMC8548311,10.1038/s41598-021-00554-6,34702888
1183,epmc,27315278,PMC4912091,10.1371/journal.pone.0157274,27315278
1184,epmc,31437962,PMC6874911,10.3233/shti190260,31437962
1185,epmc,29769229,PMC6054347,10.1681/asn.2018040441,29769229
1186,epmc,28425976,PMC5409746,10.3390/nu9040407,28425976
1187,epmc,33257666,PMC7704703,10.1038/s41467-020-19737-2,33257666
1188,epmc,33264411,PMC7778952,10.1093/nar/gkaa1043,33264411
1189,epmc,26615194,PMC4702921,10.1093/nar/gkv1317,26615194
1190,epmc,33918603,PMC8069301,10.3390/genes12040542,33918603
1191,epmc,32679065,PMC7419703,10.1016/j.stemcr.2020.06.014,32679065
1192,epmc,29036667,PMC5753342,10.1093/nar/gkx876,29036667
1193,epmc,34913071,PMC8711025,10.3892/mmr.2021.12572,34913071
1194,epmc,35929521,PMC9540552,10.1111/1467-9566.13503,35929521
1195,epmc,26078786,PMC4466364,10.1186/s13321-015-0077-3,26078786
1196,epmc,29633893,PMC6014489,10.1080/0886022x.2018.1456461,29633893
1197,epmc,34584774,PMC8466723,10.1109/bibm49941.2020.9313595,34584774
1198,epmc,27870555,NA,10.1080/19396368.2016.1250181,27870555
1199,epmc,31612961,PMC7145571,10.1093/nar/gkz895,31612961
1200,epmc,30613605,PMC6291543,10.21037/atm.2018.09.36,30613605
1201,epmc,27354937,PMC4911424,10.1016/j.atg.2016.03.005,27354937
1202,epmc,28704797,NA,10.1016/j.intimp.2017.06.018,28704797
1203,epmc,35716123,PMC9410900,10.1093/nar/gkac413,35716123
1204,epmc,NA,PMC7354774,NA,PMC7354774
1205,epmc,36138932,PMC9496783,10.3390/brainsci12091196,36138932
1206,epmc,30407599,PMC6323923,10.1093/nar/gky1056,30407599
1207,epmc,28398460,PMC5870731,10.1093/bioinformatics/btx200,28398460
1208,epmc,36134032,PMC9483142,10.3389/fgene.2022.980497,36134032
1209,epmc,28260111,NA,10.3892/mmr.2017.6286,28260111
1210,epmc,33425488,PMC7779537,10.1016/j.omtn.2020.11.005,33425488
1211,epmc,27644243,NA,10.1007/s13277-016-5331-4,27644243
1212,epmc,30864352,PMC6348742,10.1515/jib-2018-0049,30864352
1213,epmc,33631351,PMC8188618,10.1016/j.jmoldx.2021.01.014,33631351
1214,epmc,27830249,PMC5171564,10.15265/iy-2016-051,27830249
1215,epmc,32863933,PMC7448566,10.3892/ol.2020.11982,32863933
1216,epmc,34335304,PMC8317061,10.3389/fphys.2021.697059,34335304
1217,epmc,34039354,PMC8157406,10.1186/s12929-021-00734-6,34039354
1218,epmc,34607568,PMC8491382,10.1186/s12859-021-04397-w,34607568
1219,epmc,32747424,PMC7576555,10.2337/db20-0382,32747424
1220,epmc,29126123,PMC5753298,10.1093/nar/gkx1049,29126123
1221,epmc,26907358,PMC4764818,10.1038/srep21911,26907358
1222,epmc,34177034,PMC8209830,10.1111/exsy.12716,34177034
1223,epmc,36061567,PMC9433717,10.3389/fcvm.2022.975478,36061567
1224,epmc,31345182,PMC6659267,10.1186/s12864-019-5970-0,31345182
1225,epmc,31713623,PMC7145519,10.1093/nar/gkz1041,31713623
1226,epmc,27370962,NA,10.1111/andr.12217,27370962
1227,epmc,35533462,PMC9055686,10.1016/j.compbiomed.2022.105575,35533462
1228,epmc,27071879,NA,NA,27071879
1229,epmc,NA,NA,10.7287/peerj.preprints.1446v1,PPR38842
1230,epmc,31850228,PMC6901431,10.3389/fonc.2019.01347,31850228
1231,epmc,30407536,PMC6324052,10.1093/nar/gky1042,30407536
1232,epmc,33356525,PMC7759237,10.1289/ehp6994,33356525
1233,epmc,30357378,PMC7646926,10.1093/jamia/ocy117,30357378
1234,epmc,35849618,PMC9333448,10.1371/journal.pcbi.1010287,35849618
1235,epmc,35651940,PMC9149375,10.3389/fgene.2022.905027,35651940
1236,epmc,NA,NA,NA,PPR267822
1237,epmc,33312178,PMC7708330,10.3389/fimmu.2020.603507,33312178
1238,epmc,31786210,PMC6943823,10.1016/j.cels.2019.10.007,31786210
1239,epmc,31336774,PMC6679344,10.3390/cells8070705,31336774
1240,epmc,32640421,PMC7377883,10.18632/aging.103429,32640421
1241,epmc,35408829,PMC8998245,10.3390/ijms23073469,35408829
1242,epmc,NA,NA,NA,PPR516840
1243,epmc,29707114,PMC5915122,10.18632/oncotarget.24089,29707114
1244,epmc,27021491,NA,10.1007/s12539-016-0166-7,27021491
1245,epmc,29328373,PMC5802197,10.3892/mmr.2018.8393,29328373
1246,epmc,32589925,PMC7413857,10.1016/j.ajhg.2020.06.002,32589925
1247,epmc,23830913,NA,10.1016/j.jalz.2013.02.009,23830913
1248,epmc,33522483,PMC7943190,10.7554/elife.61257,33522483
1249,epmc,34625535,PMC8501024,10.1038/s41419-021-04202-9,34625535
1250,epmc,33211851,PMC7779061,10.1093/nar/gkaa1024,33211851
1251,epmc,31900157,PMC6942377,10.1186/s12920-019-0646-9,31900157
1252,epmc,34858474,PMC8632457,10.3389/fgene.2021.758041,34858474
1253,epmc,33918618,PMC8069596,10.3390/cancers13081788,33918618
1254,epmc,31199464,PMC6956794,10.1093/bioinformatics/btz490,31199464
1255,epmc,33263073,PMC7691137,10.1016/j.imu.2020.100486,33263073
1256,epmc,32811894,PMC7434773,10.1038/s42003-020-01190-y,32811894
1257,epmc,29590301,PMC6137982,10.1093/bioinformatics/bty182,29590301
1258,epmc,34938715,PMC8685242,10.3389/fpubh.2021.798905,34938715
1259,epmc,34718720,PMC8728122,10.1093/nar/gkab987,34718720
1260,epmc,31357927,PMC6664714,10.1186/s12859-019-3002-3,31357927
1261,epmc,33562224,PMC7931039,10.3390/geriatrics6010014,33562224
1262,epmc,28074182,PMC5198180,10.1155/2016/4183574,28074182
1263,epmc,35910223,PMC9334674,10.3389/fgene.2022.919264,35910223
1264,epmc,30888410,PMC6424415,10.1093/database/baz036,30888410
1265,epmc,30364969,PMC6324068,10.1093/nar/gky1027,30364969
1266,epmc,30053237,PMC6059085,10.1093/database/bay067,30053237
1267,epmc,34697542,PMC8541878,10.1155/2021/5680968,34697542
1268,epmc,28753379,PMC5620671,10.1164/rccm.201706-1248le,28753379
1269,epmc,28871224,PMC5566971,10.3389/fphar.2017.00540,28871224
1270,epmc,34153524,PMC8446800,10.1016/j.jcmgh.2021.06.006,34153524
1271,epmc,34050187,PMC8163790,10.1038/s41540-021-00184-8,34050187
1272,epmc,34344385,PMC8329642,10.1186/s12911-021-01593-9,34344385
1273,epmc,32972400,PMC7513283,10.1186/s12920-020-00793-y,32972400
1274,epmc,35801930,PMC9438961,10.1093/bioinformatics/btac492,35801930
1275,epmc,36142846,PMC9504879,10.3390/ijms231810933,36142846
1276,epmc,34367171,PMC8346206,10.3389/fimmu.2021.709466,34367171
1277,epmc,NA,PMC8494211,NA,PMC8494211
1278,epmc,34692538,PMC8526889,10.3389/fonc.2021.753910,34692538
1279,epmc,35100366,PMC9209812,10.1093/genetics/iyab222,35100366
1280,epmc,29363423,PMC5780854,10.1186/s12864-017-4338-6,29363423
1281,epmc,27924021,PMC5210642,10.1093/nar/gkw946,27924021
1282,epmc,33622316,PMC7903653,10.1186/s12920-021-00900-7,33622316
1283,epmc,27307649,PMC4908331,10.1093/bioinformatics/btw247,27307649
1284,epmc,35412634,PMC9262594,10.1093/nar/gkac215,35412634
1285,epmc,24314207,PMC4028878,10.1186/2041-1480-4-42,24314207
1286,epmc,34356520,PMC8301326,10.3390/biology10070665,34356520
1287,epmc,26394433,NA,10.1109/tcbb.2015.2480056,26394433
1288,epmc,23920598,NA,NA,23920598
1289,epmc,NA,PMC9278315,NA,PMC9278315
1290,epmc,35682796,PMC9181295,10.3390/ijms23116118,35682796
1291,epmc,30622555,PMC6308971,10.3389/fgene.2018.00661,30622555
1292,epmc,34565408,PMC8474912,10.1186/s12967-021-03083-y,34565408
1293,epmc,36052758,PMC9577957,10.1111/acel.13696,36052758
1294,epmc,31147718,PMC6602476,10.1093/nar/gkz479,31147718
1295,epmc,26940363,NA,10.1016/j.bbagen.2016.02.016,26940363
1296,epmc,33742785,PMC8504839,10.1111/cts.13021,33742785
1297,epmc,33087039,PMC7579819,10.1186/s12859-020-03753-6,33087039
1298,epmc,25954437,PMC4419869,NA,25954437
1299,epmc,35635086,PMC9275865,10.1080/21655979.2022.2081457,35635086
1300,epmc,32122231,PMC7549653,10.1080/15476286.2020.1737441,32122231
1301,epmc,33590873,PMC7937031,10.1093/database/baab004,33590873
1302,epmc,33916856,PMC8065670,10.3390/genes12040526,33916856
1303,epmc,34185510,PMC8760635,10.1021/acs.analchem.1c01948,34185510
1304,epmc,28449114,PMC5860058,10.1093/bioinformatics/btx275,28449114
1305,epmc,34203322,PMC8269359,10.3390/ijms22136951,34203322
1306,epmc,32471392,PMC7260831,10.1186/s12859-020-03549-8,32471392
1307,epmc,32139741,PMC7058021,10.1038/s41598-020-60998-0,32139741
1308,epmc,34820451,PMC8608537,10.1155/2021/3752871,34820451
1309,epmc,27824084,PMC5099936,10.1038/srep36205,27824084
1310,epmc,24809055,PMC3997997,10.1155/2014/594350,24809055
1311,epmc,27799470,PMC5210523,10.1093/nar/gkw1016,27799470
1312,epmc,33480849,PMC7864771,10.2196/24826,33480849
1313,epmc,25833393,NA,10.1093/jamia/ocv020,25833393
1314,epmc,32969779,PMC7792844,10.1152/japplphysiol.00168.2020,32969779
1315,epmc,34178670,PMC8222815,10.3389/fonc.2021.681579,34178670
1316,epmc,36238572,PMC9553197,10.3389/fphar.2022.1001553,36238572
1317,epmc,22472218,PMC3508620,10.1186/2043-9113-2-8,22472218
1318,epmc,30675517,PMC6333807,10.1038/s41698-018-0073-y,30675517
1319,epmc,34983367,PMC8729064,10.1186/s12859-021-04538-1,34983367
1320,epmc,26684460,NA,10.1109/tcbb.2015.2430289,26684460
1321,epmc,31885040,PMC7820841,10.1093/bib/bbz151,31885040
1322,epmc,28742980,PMC5739103,10.1080/15592294.2017.1356555,28742980
1323,epmc,33264402,PMC7779036,10.1093/nar/gkaa1063,33264402
1324,epmc,33219682,PMC7779046,10.1093/nar/gkaa1026,33219682
1325,epmc,35965952,PMC9362348,10.1007/s42979-022-01298-4,35965952
1326,epmc,35071341,PMC8767007,10.3389/fcvm.2021.755321,35071341
1327,epmc,30589856,PMC6320013,10.1371/journal.pone.0209611,30589856
1328,epmc,32483629,PMC7647323,10.1093/jamia/ocaa066,32483629
1329,epmc,29761466,PMC6424801,10.1007/978-1-4939-7737-6_14,29761466
1330,epmc,27076900,PMC4830071,10.1186/s13326-016-0060-6,27076900
1331,epmc,28635598,PMC5612389,10.1016/s0140-6736(17)31615-x,28635598
1332,epmc,35628451,PMC9144947,10.3390/ijms23105641,35628451
1333,epmc,30815196,PMC6371266,NA,30815196
1334,epmc,33980147,PMC8114493,10.1186/s12859-020-03868-w,33980147
1335,epmc,33209206,PMC7642798,10.1016/j.csbj.2020.10.014,33209206
1336,epmc,32073412,PMC9229554,10.1097/mol.0000000000000662,32073412
1337,epmc,31032818,PMC6617151,10.3390/jpm9020021,31032818
1338,epmc,31592534,PMC6913230,10.1093/jamia/ocz169,31592534
1339,epmc,32216744,PMC7099795,10.1186/s12859-020-3458-1,32216744
1340,epmc,33910328,PMC8169330,10.30773/pi.2020.0410,33910328
1341,epmc,28098235,PMC5241776,10.1038/srep39276,28098235
1342,epmc,23251346,PMC3519466,10.1371/journal.pone.0049686,23251346
1343,epmc,33561390,PMC7980222,10.1016/j.molcel.2021.01.011,33561390
1344,epmc,32850792,PMC7432192,10.3389/fcell.2020.00637,32850792
1345,epmc,30588240,PMC6299400,10.7150/jca.27655,30588240
1346,epmc,27330735,PMC4911901,10.4103/2041-9414.155952,27330735
1347,epmc,32802398,PMC7421993,10.2144/fsoa-2020-0015,32802398
1348,epmc,32590738,PMC7328939,10.1097/md.0000000000020635,32590738
1349,epmc,33674350,PMC8015846,10.1101/gr.267898.120,33674350
1350,epmc,25954574,PMC4419766,NA,25954574
1351,epmc,25651365,NA,10.1038/ki.2014.432,25651365
1352,epmc,35266522,PMC8982030,10.1093/genetics/iyac035,35266522
1353,epmc,31738408,PMC7103064,10.1093/bioinformatics/btz857,31738408
1354,epmc,34306156,PMC8279870,10.1155/2021/8634705,34306156
1355,epmc,29069413,PMC5753391,10.1093/nar/gkx998,29069413
1356,epmc,30053236,PMC6057493,10.1093/database/bay077,30053236
1357,epmc,32902713,PMC7480002,10.1007/s10577-020-09639-w,32902713
1358,epmc,22541597,PMC3337266,10.1186/2041-1480-3-s1-s6,22541597
1359,epmc,29326230,PMC5844302,10.1534/g3.117.300446,29326230
1360,epmc,27011785,PMC4804633,10.1186/s13326-016-0051-7,27011785
1361,epmc,NA,PMC7123466,NA,PMC7123466
1362,epmc,35055340,PMC8778877,10.3390/jpm12010025,35055340
1363,epmc,35414039,PMC9004040,10.1186/s13023-022-02299-5,35414039
1364,epmc,35844879,PMC9282671,10.3389/fpubh.2022.862432,35844879
1365,epmc,34882763,PMC8787428,10.1093/bib/bbab510,34882763
1366,epmc,25395096,PMC4273424,10.1186/1476-069x-13-94,25395096
1367,epmc,35758016,PMC9366895,10.1242/dmm.049441,35758016
1368,epmc,35641150,PMC9294430,10.1093/bib/bbac187,35641150
1369,epmc,25063753,PMC4100812,10.18632/aging.100674,25063753
1370,epmc,29588317,PMC6160370,10.1161/circulationaha.117.032291,29588317
1371,epmc,23300417,PMC3531278,10.1371/journal.pcbi.1002827,23300417
1372,epmc,NA,NA,10.1101/2020.04.15.20065425,PPR152363
1373,epmc,26867217,PMC4750991,10.1371/journal.pcbi.1004743,26867217
1374,epmc,33803328,PMC8005986,10.3390/ncrna7010019,33803328
1375,epmc,30173820,PMC6128307,10.1016/j.ajhg.2018.08.003,30173820
1376,epmc,30864315,PMC6417822,NA,30864315
1377,epmc,30329098,PMC6323930,10.1093/nar/gky960,30329098
1378,epmc,29435496,PMC5801341,10.1128/msystems.00219-17,29435496
1379,epmc,32479186,PMC7328100,10.1200/cci.20.00001,32479186
1380,epmc,34276764,PMC8281131,10.3389/fgene.2021.649619,34276764
1381,epmc,29218886,PMC5728662,NA,29218886
1382,epmc,34693370,PMC8515011,10.1016/j.patter.2021.100328,34693370
1383,epmc,34977011,PMC8718797,10.3389/fcell.2021.753027,34977011
1384,epmc,NA,PMC7148023,NA,PMC7148023
1385,epmc,NA,PMC9069021,NA,PMC9069021
1386,epmc,33226347,PMC7721550,10.2196/17964,33226347
1387,epmc,33245771,PMC7778954,10.1093/nar/gkaa1067,33245771
1388,epmc,NA,NA,10.1101/2021.05.14.444150,PPR340560
1389,epmc,34014928,PMC8136734,10.1371/journal.pone.0250278,34014928
1390,epmc,25908172,NA,10.1007/s13277-015-3410-6,25908172
1391,epmc,28094574,PMC5478429,10.1080/10428194.2016.1272683,28094574
1392,epmc,32283555,PMC7153954,10.1093/database/baaa016,32283555
1393,epmc,32082621,PMC7012261,10.1155/2019/4237285,32082621
1394,epmc,35977996,PMC9385707,10.1038/s41598-022-18348-9,35977996
1395,epmc,29297411,PMC5763469,10.1186/s13326-017-0140-2,29297411
1396,epmc,29650041,PMC5896136,10.1186/s13326-018-0181-1,29650041
1397,epmc,35181971,PMC9311832,10.1002/humu.24354,35181971
1398,epmc,29615825,PMC5882905,10.1038/s41598-018-24005-x,29615825
1399,epmc,29434599,PMC5796909,10.3389/fimmu.2018.00080,29434599
1400,epmc,NA,NA,NA,PPR268597
1401,epmc,28912709,PMC5583223,10.3389/fninf.2017.00057,28912709
1402,epmc,31796553,PMC6893393,10.1534/genetics.119.302523,31796553
1403,epmc,29452392,PMC6022555,10.1093/bioinformatics/bty079,29452392
1404,epmc,30412337,PMC6440568,10.1111/cts.12591,30412337
1405,epmc,34283031,PMC8335603,10.2196/26714,34283031
1406,epmc,35657113,PMC9216561,10.1093/database/baac036,35657113
1407,epmc,21949270,NA,10.1093/bioinformatics/btr531,21949270
