search_id,id,source,pmid,pmcid,doi,title,authorString,journalTitle,journalVolume,pubYear,journalIssn,pageInfo,pubType,isOpenAccess,inEPMC,inPMC,hasPDF,hasBook,hasSuppl,citedByCount,hasReferences,hasTextMinedTerms,hasDbCrossReferences,hasLabsLinks,hasTMAccessionNumbers,firstIndexDate,firstPublicationDate,issue,versionNumber
generic_name,35585523,MED,35585523,PMC9118874,10.1186/s12905-022-01765-3,Diagnostic gene biomarkers for predicting immune infiltration in endometriosis.,"Xie C, Lu C, Liu Y, Liu Z.",BMC Womens Health,22,2022,1472-6874,184,research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,Y,Y,2022-05-19,2022-05-18,1,NA
generic_name,PMC6246113,PMC,NA,PMC6246113,NA,Best Paper Selection,NA,Yearb Med Inform,26,2017,0943-4747; 2364-0502; ,151-151,research-article; journal article,N,Y,Y,Y,N,N,0,N,Y,N,N,N,2018-11-24,2017-08-01,1,NA
generic_name,27635398,MED,27635398,PMC5011202,10.1155/2016/4130861,Annotating the Function of the Human Genome with Gene Ontology and Disease Ontology.,"Hu Y, Zhou W, Ren J, Dong L, Wang Y, Jin S, Cheng L.",Biomed Res Int,2016,2016,2314-6133; 2314-6141; ,4130861,research-article; journal article,Y,Y,N,Y,N,N,7,Y,Y,N,Y,Y,2016-09-18,2016-08-22,NA,NA
generic_name,35655797,MED,35655797,PMC9152432,10.3389/fendo.2022.887843,Transcriptome Analysis of Multiple Metabolic Tissues in High-Salt Diet-Fed Mice.,"Mao F, Wang E, Xu J, Lu J, Yan G, Fu L, Jiao Y, Wu L, Liu T, Li Y.",Front Endocrinol (Lausanne),13,2022,1664-2392,887843,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,Y,0,Y,Y,N,Y,Y,2022-06-03,2022-05-17,NA,NA
generic_name,PPR268841,PPR,NA,NA,NA,"Ontology-based systematic classification and analysis of coronaviruses, hosts, and host-coronavirus interactions towards deep understanding of COVID-19","Yu H, Li L, Huang H, Wang Y, Liu Y, Ong E, Huffman A, Zeng T, Zhang J, Li P, Liu Z, Zhang X, Ye X, Handelman SK, Higgins G, Omenn GS, Athey B, Hur J, Chen L, He Y.",NA,NA,2020,NA,NA,preprint,Y,Y,N,Y,N,N,0,N,Y,N,N,N,2021-01-20,2020-05-31,NA,NA
generic_name,35218153,MED,35218153,PMC9314622,10.1111/andr.13167,Syndromic male subfertility: A network view of genome-phenome associations.,"Mikec Š, Kolenc Ž, Peterlin B, Horvat S, Pogorevc N, Kunej T.",Andrology,10,2022,2047-2919; 2047-2927; ,720-732,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,Y,0,Y,Y,N,Y,N,2022-02-27,2022-03-15,4,NA
generic_name,34445212,MED,34445212,PMC8395191,10.3390/ijms22168505,GATNNCDA: A Method Based on Graph Attention Network and Multi-Layer Neural Network for Predicting circRNA-Disease Associations. ,"Ji C, Liu Z, Wang Y, Ni J, Zheng C.",Int J Mol Sci,22,2021,1422-0067,8505,im; research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,Y,Y,2021-08-28,2021-08-07,16,NA
generic_name,34139439,MED,34139439,PMC8404035,10.1016/j.compbiomed.2021.104542,Development and application of the ocular immune-mediated inflammatory diseases ontology enhanced with synonyms from online patient support forum conversation.,"Pendleton SC, Slater LT, Karwath A, Gilbert RM, Davis N, Pesudovs K, Liu X, Denniston AK, Gkoutos GV, Braithwaite T.",Comput Biol Med,135,2021,0010-4825; 1879-0534; ,104542,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,N,N,Y,0,Y,Y,N,Y,N,2021-06-18,2021-06-08,NA,NA
generic_name,32246132,MED,32246132,PMC7127986,10.1038/s41588-020-0603-8,A harmonized meta-knowledgebase of clinical interpretations of somatic genomic variants in cancer.,"Wagner AH, Walsh B, Mayfield G, Tamborero D, Sonkin D, Krysiak K, Deu-Pons J, Duren RP, Gao J, McMurry J, Patterson S, Del Vecchio Fitz C, Pitel BA, Sezerman OU, Ellrott K, Warner JL, Rieke DT, Aittokallio T, Cerami E, Ritter DI, Schriml LM, Freimuth RR, Haendel M, Raca G, Madhavan S, Baudis M, Beckmann JS, Dienstmann R, Chakravarty D, Li XS, Mockus S, Elemento O, Schultz N, Lopez-Bigas N, Lawler M, Goecks J, Griffith M, Griffith OL, Margolin AA, Variant Interpretation for Cancer Consortium.",Nat Genet,52,2020,1061-4036; 1546-1718; ,448-457,"meta-analysis; research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural",Y,Y,N,Y,N,Y,36,Y,Y,N,Y,N,2020-04-05,2020-04-03,4,NA
generic_name,27457921,MED,27457921,PMC4960572,10.1038/srep30024,DisSim: an online system for exploring significant similar diseases and exhibiting potential therapeutic drugs.,"Cheng L, Jiang Y, Wang Z, Shi H, Sun J, Yang H, Zhang S, Hu Y, Zhou M.",Sci Rep,6,2016,2045-2322,30024,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,Y,27,Y,Y,N,Y,N,2016-07-27,2016-07-26,NA,NA
generic_name,28387604,MED,28387604,PMC5546543,10.1080/15476286.2017.1312243,DES-ncRNA: A knowledgebase for exploring information about human micro and long noncoding RNAs based on literature-mining.,"Salhi A, Essack M, Alam T, Bajic VP, Ma L, Radovanovic A, Marchand B, Schmeier S, Zhang Z, Bajic VB.",RNA Biol,14,2017,1547-6286; 1555-8584; ,963-971,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,N,9,Y,Y,N,Y,N,2017-04-07,2017-04-07,7,NA
generic_name,PPR152657,PPR,NA,NA,10.26434/chemrxiv.12136470.v1,Network-Based Analysis of Fatal Comorbidities of COVID-19 and Potential Therapeutics,"Chakrabarty B, Das D, Bulusu G, Roy A.",NA,NA,2020,NA,NA,preprint,Y,Y,N,Y,N,Y,0,N,Y,N,N,N,2020-04-21,2020-04-20,NA,1
generic_name,28693373,MED,28693373,PMC6348426,10.1177/1933719117716779,Prenatal Growth Patterns and Birthweight Are Associated With Differential DNA Methylation and Gene Expression of Cardiometabolic Risk Genes in Human Placentas: A Discovery-Based Approach.,"Chen PY, Chu A, Liao WW, Rubbi L, Janzen C, Hsu FM, Thamotharan S, Ganguly A, Lam L, Montoya D, Pellegrini M, Devaskar SU.",Reprod Sci,25,2018,1933-7191; 1933-7205; ,523-539,"research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural",N,Y,N,Y,N,Y,21,Y,Y,Y,Y,N,2017-07-12,2017-07-11,4,NA
generic_name,34788843,MED,34788843,PMC8689983,10.1093/nar/gkab1028,The reactome pathway knowledgebase 2022.,"Gillespie M, Jassal B, Stephan R, Milacic M, Rothfels K, Senff-Ribeiro A, Griss J, Sevilla C, Matthews L, Gong C, Deng C, Varusai T, Ragueneau E, Haider Y, May B, Shamovsky V, Weiser J, Brunson T, Sanati N, Beckman L, Shao X, Fabregat A, Sidiropoulos K, Murillo J, Viteri G, Cook J, Shorser S, Bader G, Demir E, Sander C, Haw R, Wu G, Stein L, Hermjakob H, D'Eustachio P.",Nucleic Acids Res,50,2022,0305-1048; 1362-4962; ,D687-D692,"research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural",Y,Y,N,Y,N,N,5,Y,Y,N,Y,Y,2021-11-30,2022-01-01,d1,NA
generic_name,33138777,MED,33138777,PMC7607678,10.1186/s12864-020-07109-5,A holistic view of mouse enhancer architectures reveals analogous pleiotropic effects and correlation with human disease.,"Sethi S, Vorontsov IE, Kulakovskiy IV, Greenaway S, Williams J, Makeev VJ, Brown SDM, Simon MM, Mallon AM.",BMC Genomics,21,2020,1471-2164,754,research-article; journal article,Y,Y,N,Y,N,Y,1,Y,Y,N,Y,Y,2020-11-04,2020-11-02,1,NA
generic_name,32508008,MED,32508008,PMC7240856,10.1002/ctm2.28,Human gene and disease associations for clinical-genomics and precision medicine research.,"Ahmed Z, Zeeshan S, Mendhe D, Dong X.",Clin Transl Med,10,2020,2001-1326,297-318,research-article; journal article,Y,Y,N,Y,N,Y,8,Y,Y,N,Y,N,2020-06-08,2020-01-01,1,NA
generic_name,35927282,MED,35927282,PMC9352715,10.1038/s41597-022-01598-7,SeEn: Sequential enriched datasets for sequence-aware recommendations.,"Barros M, Moitinho A, Couto FM.",Sci Data,9,2022,2052-4463,478,research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,Y,N,2022-08-06,2022-08-04,1,NA
generic_name,34326821,MED,34326821,PMC8315281,10.3389/fmicb.2021.685549,Prioritizing Disease-Related Microbes Based on the Topological Properties of a Comprehensive Network.,"Yang H, Tong F, Qi C, Wang P, Li J, Cheng L.",Front Microbiol,12,2021,1664-302x,685549,research-article; journal article,Y,Y,N,Y,N,Y,0,Y,Y,N,Y,N,2021-07-31,2021-07-08,NA,NA
generic_name,34179346,MED,34179346,PMC8212091,10.1002/adtp.202100055,Drug Repurposing for the Treatment of COVID-19: A Knowledge Graph Approach.,"Yan VKC, Li X, Ye X, Ou M, Luo R, Zhang Q, Tang B, Cowling BJ, Hung I, Siu CW, Wong ICK, Cheng RCK, Chan EW.",Adv Ther (Weinh),4,2021,2366-3987,2100055,research-article; journal article,Y,Y,N,Y,N,Y,1,Y,Y,N,Y,N,2021-06-29,2021-05-20,7,NA
generic_name,34411100,MED,34411100,PMC8375987,10.1371/journal.pcbi.1009226,Ten simple rules for creating reusable pathway models for computational analysis and visualization.,"Hanspers K, Kutmon M, Coort SL, Digles D, Dupuis LJ, Ehrhart F, Hu F, Lopes EN, Martens M, Pham N, Shin W, Slenter DN, Waagmeester A, Willighagen EL, Winckers LA, Evelo CT, Pico AR.",PLoS Comput Biol,17,2021,1553-734x; 1553-7358; ,e1009226,"research support, non-u.s. gov't; editorial",Y,Y,N,Y,N,N,0,Y,Y,N,Y,N,2021-08-20,2021-08-19,8,NA
generic_name,33274348,MED,33274348,PMC7703682,10.1089/nsm.2020.0011,"CovMulNet19, Integrating Proteins, Diseases, Drugs, and Symptoms: A Network Medicine Approach to COVID-19.","Verstraete N, Jurman G, Bertagnolli G, Ghavasieh A, Pancaldi V, De Domenico M.",Netw Syst Med,3,2020,2690-5949,130-141,research-article; journal article,Y,Y,N,Y,N,Y,6,N,Y,N,Y,N,2020-12-04,2020-11-17,1,NA
generic_name,35705453,MED,35705453,PMC9345223,10.7861/clinmed.2021-0725,Defining and characterising a toolkit for the development of a successful European registry for rare liver diseases: a model for building a rare disease registry.,"Pericleous M, Kelly C, Schilsky M, Dhawan A, Ala A.",Clin Med (Lond),NA,2022,1470-2118; 1473-4893; ,clinmed.2021-0725,review-article; review; journal article,N,Y,N,Y,N,N,0,Y,Y,N,N,N,2022-06-17,2022-06-15,NA,NA
generic_name,35330072,MED,35330072,PMC8950114,10.3390/jcm11061747,Etiologic Classification of Diffuse Parenchymal (Interstitial) Lung Diseases. ,Griese M.,J Clin Med,11,2022,2077-0383,1747,other; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,N,N,2022-03-28,2022-03-21,6,NA
generic_name,25677125,MED,25677125,NA,10.1093/bioinformatics/btu684,DOSE: an R/Bioconductor package for disease ontology semantic and enrichment analysis.,"Yu G, Wang LG, Yan GR, He QY.",Bioinformatics,31,2015,1367-4803; 1367-4811; ,608-609,"research support, non-u.s. gov't; journal article",N,N,N,N,N,N,235,Y,Y,N,Y,N,2015-02-16,2014-10-17,4,NA
generic_name,29029599,MED,29029599,PMC5640914,10.1186/s12859-017-1852-0,LiverWiki: a wiki-based database for human liver.,"Chen T, Li M, He Q, Zou L, Li Y, Chang C, Zhao D, Zhu Y.",BMC Bioinformatics,18,2017,1471-2105,452,research-article; journal article,Y,Y,N,Y,N,N,3,Y,Y,N,Y,N,2017-10-15,2017-10-13,1,NA
generic_name,35757721,MED,35757721,PMC9226453,10.3389/fimmu.2022.873787,Screening Biomarkers for Systemic Lupus Erythematosus Based on Machine Learning and Exploring Their Expression Correlations With the Ratios of Various Immune Cells.,"Zhong Y, Zhang W, Hong X, Zeng Z, Chen Y, Liao S, Cai W, Xu Y, Wang G, Liu D, Tang D, Dai Y.",Front Immunol,13,2022,1664-3224,873787,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,Y,0,Y,Y,N,Y,Y,2022-06-28,2022-06-10,NA,NA
generic_name,32028264,MED,32028264,PMC7041771,10.18632/aging.102746,Identification of an immune-related risk signature for predicting prognosis in clear cell renal cell carcinoma.,"Hua X, Chen J, Su Y, Liang C.",Aging (Albany NY),12,2020,1945-4589,2302-2332,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,Y,12,Y,Y,N,Y,N,2020-02-09,2020-02-06,3,NA
generic_name,30190574,MED,30190574,PMC6127254,10.1038/s41598-018-31439-w,DES-Mutation: System for Exploring Links of Mutations and Diseases.,"Kordopati V, Salhi A, Razali R, Radovanovic A, Tifratene F, Uludag M, Li Y, Bokhari A, AlSaieedi A, Bin Raies A, Van Neste C, Essack M, Bajic VB.",Sci Rep,8,2018,2045-2322,13359,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,Y,5,Y,Y,N,Y,Y,2018-09-07,2018-09-06,1,NA
generic_name,30349491,MED,30349491,PMC6186823,10.3389/fpsyt.2018.00487,From Affective Science to Psychiatric Disorder: Ontology as a Semantic Bridge.,"Larsen RR, Hastings J.",Front Psychiatry,9,2018,1664-0640,487,research-article; journal article,Y,Y,N,Y,N,N,1,Y,Y,N,Y,N,2018-10-24,2018-10-08,NA,NA
generic_name,32308672,MED,32308672,PMC7152979,10.1155/2020/9210748,Comparative Study of PPARγ Targets in Human Extravillous and Villous Cytotrophoblasts.,"Liu F, Rouault C, Guesnon M, Zhu W, Clément K, Degrelle SA, Fournier T.",PPAR Res,2020,2020,1687-4757; 1687-4765; ,9210748,research-article; journal article,Y,Y,N,Y,N,Y,2,Y,Y,Y,Y,Y,2020-04-21,2020-04-01,NA,NA
generic_name,33231642,MED,33231642,PMC7779030,10.1093/nar/gkaa1083,Mouse Genome Database (MGD): Knowledgebase for mouse-human comparative biology.,"Blake JA, Baldarelli R, Kadin JA, Richardson JE, Smith CL, Bult CJ, Mouse Genome Database Group.",Nucleic Acids Res,49,2021,0305-1048; 1362-4962; ,D981-D987,"comparative study; research-article; journal article; research support, n.i.h., extramural",Y,Y,N,Y,N,N,8,Y,Y,N,Y,N,2020-11-25,2021-01-01,d1,NA
generic_name,30591027,MED,30591027,PMC6309066,10.1186/s12859-018-2468-8,Large-scale mining disease comorbidity relationships from post-market drug adverse events surveillance data.,"Zheng C, Xu R.",BMC Bioinformatics,19,2018,1471-2105,500,research-article; journal article,Y,Y,N,Y,N,N,8,Y,Y,N,Y,N,2019-01-01,2018-12-28,suppl 17,NA
generic_name,34702888,MED,34702888,PMC8548311,10.1038/s41598-021-00554-6,Classifying diseases by using biological features to identify potential nosological models.,"Prieto Santamaría L, García Del Valle EP, Zanin M, Hernández Chan GS, Pérez Gallardo Y, Rodríguez-González A.",Sci Rep,11,2021,2045-2322,21096,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,Y,0,Y,Y,N,Y,N,2021-11-25,2021-10-26,1,NA
generic_name,27315278,MED,27315278,PMC4912091,10.1371/journal.pone.0157274,BLAT2DOLite: An Online System for Identifying Significant Relationships between Genetic Sequences and Diseases.,"Cheng L, Zhang S, Hu Y.",PLoS One,11,2016,1932-6203,e0157274,research-article; journal article,Y,Y,N,Y,N,N,1,Y,Y,N,N,N,2016-06-18,2016-06-17,6,NA
generic_name,31437962,MED,31437962,PMC6874911,10.3233/shti190260,Construction of Disease Similarity Networks Using Concept Embedding and Ontology.,"Wei DH, Kang T, Pincus HA, Weng C.",Stud Health Technol Inform,264,2019,0926-9630; 1879-8365; ,442-446,research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,N,N,2019-08-23,2019-08-01,NA,NA
generic_name,29769229,MED,29769229,PMC6054347,10.1681/asn.2018040441,The Underestimated Burden of Monogenic Diseases in Adult-Onset ESRD.,"Cornec-Le Gall E, Harris PC.",J Am Soc Nephrol,29,2018,1046-6673; 1533-3450; ,1583-1584,"comment; research support, non-u.s. gov't; editorial; research support, n.i.h., extramural",N,Y,N,N,N,N,1,Y,Y,N,Y,N,2018-05-17,2018-05-16,6,NA
generic_name,28425976,MED,28425976,PMC5409746,10.3390/nu9040407,Prenatal Exposure to a Maternal High-Fat Diet Affects Histone Modification of Cardiometabolic Genes in Newborn Rats. ,"Upadhyaya B, Larsen T, Barwari S, Louwagie EJ, Baack ML, Dey M.",Nutrients,9,2017,2072-6643,E407,im; research-article; journal article,Y,Y,N,Y,N,Y,12,Y,Y,Y,Y,Y,2017-04-20,2017-04-20,4,NA
generic_name,33257666,MED,33257666,PMC7704703,10.1038/s41467-020-19737-2,Single cell RNA sequencing of human microglia uncovers a subset associated with Alzheimer's disease.,"Olah M, Menon V, Habib N, Taga MF, Ma Y, Yung CJ, Cimpean M, Khairallah A, Coronas-Samano G, Sankowski R, Grün D, Kroshilina AA, Dionne D, Sarkis RA, Cosgrove GR, Helgager J, Golden JA, Pennell PB, Prinz M, Vonsattel JPG, Teich AF, Schneider JA, Bennett DA, Regev A, Elyaman W, Bradshaw EM, De Jager PL.",Nat Commun,11,2020,2041-1723,6129,"research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural",Y,Y,N,Y,N,Y,56,Y,Y,N,Y,Y,2020-12-02,2020-11-30,1,NA
generic_name,35590258,MED,35590258,PMC9118755,10.1186/s12859-022-04715-w,MAGCNSE: predicting lncRNA-disease associations using multi-view attention graph convolutional network and stacking ensemble model.,"Liang Y, Zhang ZQ, Liu NN, Wu YN, Gu CL, Wang YL.",BMC Bioinformatics,23,2022,1471-2105,189,research-article; journal article,Y,Y,N,Y,N,Y,0,Y,Y,N,Y,N,2022-05-20,2022-05-19,1,NA
generic_name,33264411,MED,33264411,PMC7778952,10.1093/nar/gkaa1043,The Human Phenotype Ontology in 2021.,"Köhler S, Gargano M, Matentzoglu N, Carmody LC, Lewis-Smith D, Vasilevsky NA, Danis D, Balagura G, Baynam G, Brower AM, Callahan TJ, Chute CG, Est JL, Galer PD, Ganesan S, Griese M, Haimel M, Pazmandi J, Hanauer M, Harris NL, Hartnett MJ, Hastreiter M, Hauck F, He Y, Jeske T, Kearney H, Kindle G, Klein C, Knoflach K, Krause R, Lagorce D, McMurry JA, Miller JA, Munoz-Torres MC, Peters RL, Rapp CK, Rath AM, Rind SA, Rosenberg AZ, Segal MM, Seidel MG, Smedley D, Talmy T, Thomas Y, Wiafe SA, Xian J, Yüksel Z, Helbig I, Mungall CJ, Haendel MA, Robinson PN.",Nucleic Acids Res,49,2021,0305-1048; 1362-4962; ,D1207-D1217,"research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural",Y,Y,N,Y,N,N,79,Y,Y,N,Y,N,2020-12-03,2021-01-01,d1,NA
generic_name,26615194,MED,26615194,PMC4702921,10.1093/nar/gkv1317,GWASdb v2: an update database for human genetic variants identified by genome-wide association studies.,"Li MJ, Liu Z, Wang P, Wong MP, Nelson MR, Kocher JP, Yeager M, Sham PC, Chanock SJ, Xia Z, Wang J.",Nucleic Acids Res,44,2016,0305-1048; 1362-4962; ,D869-76,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,N,92,Y,Y,N,Y,N,2015-11-29,2015-11-28,d1,NA
generic_name,33918603,MED,33918603,PMC8069301,10.3390/genes12040542,Obstructive Sleep Apnea and Dementia-Common Gene Associations through Network-Based Identification of Common Driver Genes. ,"Jeong HH, Chandrakantan A, Adler AC.",Genes (Basel),12,2021,2073-4425,542,im; research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,Y,N,2021-04-30,2021-04-09,4,NA
generic_name,35882847,MED,35882847,PMC9325891,10.1038/s41467-022-31707-4,Transcriptomic and proteomic retinal pigment epithelium signatures of age-related macular degeneration.,"Senabouth A, Daniszewski M, Lidgerwood GE, Liang HH, Hernández D, Mirzaei M, Keenan SN, Zhang R, Han X, Neavin D, Rooney L, Lopez Sanchez MIG, Gulluyan L, Paulo JA, Clarke L, Kearns LS, Gnanasambandapillai V, Chan CL, Nguyen U, Steinmann AM, McCloy RA, Farbehi N, Gupta VK, Mackey DA, Bylsma G, Verma N, MacGregor S, Watt MJ, Guymer RH, Powell JE, Hewitt AW, Pébay A.",Nat Commun,13,2022,2041-1723,4233,"research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural",Y,Y,N,Y,N,Y,0,Y,Y,N,Y,N,2022-07-27,2022-07-26,1,NA
generic_name,34253812,MED,34253812,PMC8275784,10.1038/s41598-021-93809-1,DES-Tcell is a knowledgebase for exploring immunology-related literature.,"AlSaieedi A, Salhi A, Tifratene F, Raies AB, Hungler A, Uludag M, Van Neste C, Bajic VB, Gojobori T, Essack M.",Sci Rep,11,2021,2045-2322,14344,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,N,0,Y,Y,N,Y,N,2021-07-14,2021-07-12,1,NA
generic_name,32679065,MED,32679065,PMC7419703,10.1016/j.stemcr.2020.06.014,A Manually Curated Database on Clinical Studies Involving Cell Products Derived from Human Pluripotent Stem Cells.,"Kobold S, Guhr A, Mah N, Bultjer N, Seltmann S, Seiler Wulczyn AEM, Stacey G, Jie H, Liu W, Löser P, Kurtz A.",Stem Cell Reports,15,2020,2213-6711,546-555,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,Y,9,Y,Y,N,Y,N,2020-07-18,2020-07-16,2,NA
generic_name,29036667,MED,29036667,PMC5753342,10.1093/nar/gkx876,DISNOR: a disease network open resource.,"Lo Surdo P, Calderone A, Iannuccelli M, Licata L, Peluso D, Castagnoli L, Cesareni G, Perfetto L.",Nucleic Acids Res,46,2018,0305-1048; 1362-4962; ,D527-D534,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,Y,14,Y,Y,N,Y,N,2017-10-17,2018-01-01,d1,NA
generic_name,34913071,MED,34913071,PMC8711025,10.3892/mmr.2021.12572,Phytochemical‑rich herbal formula ATG‑125 protects against sucrose‑induced gastrocnemius muscle atrophy by rescuing Akt signaling and improving mitochondrial dysfunction in young adult mice. ,"Yeh CC, Liu HM, Lee MC, Leu YL, Chiang WH, Chang HH, Lee TY.",Mol Med Rep,25,2022,1791-2997; 1791-3004; ,57,im; research-article; journal article,Y,Y,N,Y,N,Y,0,Y,Y,N,Y,Y,2021-12-24,2021-12-16,2,NA
generic_name,35929521,MED,35929521,PMC9540552,10.1111/1467-9566.13503,'Doing' hypertension: Experiential knowledge and practice in the self-management of 'high blood' in the Philippines.,"Lasco G, Renedo A, Mendoza J, Seguin ML, Palafox B, Palileo-Villanueva LM, Balabanova D, McKee M.",Sociol Health Illn,44,2022,0141-9889; 1467-9566; ,1167-1181,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,N,0,Y,Y,N,Y,N,2022-08-06,2022-07-01,7,NA
generic_name,26078786,MED,26078786,PMC4466364,10.1186/s13321-015-0077-3,ChemDIS: a chemical-disease inference system based on chemical-protein interactions.,Tung CW.,J Cheminform,7,2015,1758-2946,25,research-article; journal article,Y,Y,N,Y,N,N,9,Y,Y,N,Y,N,2015-06-19,2015-06-15,NA,NA
generic_name,32041952,MED,32041952,PMC7010776,10.1038/s41467-020-14600-w,Discovering the genes mediating the interactions between chronic respiratory diseases in the human interactome.,"Maiorino E, Baek SH, Guo F, Zhou X, Kothari PH, Silverman EK, Barabási AL, Weiss ST, Raby BA, Sharma A.",Nat Commun,11,2020,2041-1723,811,"research-article; journal article; research support, n.i.h., extramural",Y,Y,N,Y,N,Y,6,Y,Y,N,Y,N,2020-02-12,2020-02-10,1,NA
generic_name,29633893,MED,29633893,PMC6014489,10.1080/0886022x.2018.1456461,A comprehensive analysis of Wnt/β-catenin signaling pathway-related genes and crosstalk pathways in the treatment of As<sub>2</sub>O<sub>3</sub> in renal cancer.,"Li YL, Jin YF, Liu XX, Li HJ.",Ren Fail,40,2018,0886-022x; 1525-6049; ,331-339,research-article; journal article,Y,Y,N,Y,N,N,1,Y,Y,N,Y,Y,2018-04-11,2018-11-01,1,NA
generic_name,34584774,MED,34584774,PMC8466723,10.1109/bibm49941.2020.9313595,NECo: A node embedding algorithm for multiplex heterogeneous networks.,"Dursun C, Smith JR, Hayman GT, Kwitek AE, Bozdag S.",Proceedings (IEEE Int Conf Bioinformatics Biomed),2020,2020,2156-1125,146-149,research-article; journal article,N,Y,N,Y,N,Y,0,Y,Y,N,Y,N,2021-09-30,2020-12-01,NA,NA
generic_name,27870555,MED,27870555,NA,10.1080/19396368.2016.1250181,Initiative for standardization of reporting genetics of male infertility.,"Traven E, Ogrinc A, Kunej T.",Syst Biol Reprod Med,63,2017,1939-6368; 1939-6376; ,58-66,journal article,N,N,N,N,N,N,8,Y,Y,N,Y,N,2016-11-22,2016-11-21,1,NA
generic_name,30863320,MED,30863320,PMC6399412,10.3389/fphys.2019.00154,Xenbase: Facilitating the Use of <i>Xenopus</i> to Model Human Disease.,"Nenni MJ, Fisher ME, James-Zorn C, Pells TJ, Ponferrada V, Chu S, Fortriede JD, Burns KA, Wang Y, Lotay VS, Wang DZ, Segerdell E, Chaturvedi P, Karimi K, Vize PD, Zorn AM.",Front Physiol,10,2019,1664-042x,154,review-article; review; journal article,Y,Y,N,Y,N,Y,18,Y,Y,N,Y,Y,2019-03-14,2019-02-26,NA,NA
generic_name,31612961,MED,31612961,PMC7145571,10.1093/nar/gkz895,GWAS Central: a comprehensive resource for the discovery and comparison of genotype and phenotype data from genome-wide association studies.,"Beck T, Shorter T, Brookes AJ.",Nucleic Acids Res,48,2020,0305-1048; 1362-4962; ,D933-D940,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,N,17,Y,Y,N,Y,N,2019-10-16,2020-01-01,d1,NA
generic_name,30613605,MED,30613605,PMC6291543,10.21037/atm.2018.09.36,Reforming disease classification system-are we there yet?,Dozmorov MG.,Ann Transl Med,6,2018,2305-5839; 2305-5847; ,S30,comment; editorial,N,Y,N,Y,N,N,0,Y,Y,N,N,N,2019-01-07,2018-11-01,suppl 1,NA
generic_name,35487924,MED,35487924,PMC9054771,10.1038/s41540-022-00226-9,An integrated network representation of multiple cancer-specific data for graph-based machine learning.,"Pu L, Singha M, Wu HC, Busch C, Ramanujam J, Brylinski M.",NPJ Syst Biol Appl,8,2022,2056-7189,14,"research support, non-u.s. gov't; research-article; research support, u.s. gov't, non-p.h.s.; journal article; research support, n.i.h., extramural",Y,Y,N,Y,N,N,0,Y,Y,N,Y,N,2022-04-30,2022-04-29,1,NA
generic_name,27354937,MED,27354937,PMC4911424,10.1016/j.atg.2016.03.005,Proceedings of a Sickle Cell Disease Ontology workshop - Towards the first comprehensive ontology for Sickle Cell Disease.,"Mulder N, Nembaware V, Adekile A, Anie KA, Inusa B, Brown B, Campbell A, Chinenere F, Chunda-Liyoka C, Derebail VK, Geard A, Ghedira K, Hamilton CM, Hanchard NA, Haendel M, Huggins W, Ibrahim M, Jupp S, Kamga KK, Knight-Madden J, Lopez-Sall P, Mbiyavanga M, Munube D, Nirenberg D, Nnodu O, Ofori-Acquah SF, Ohene-Frempong K, Opap KB, Panji S, Park M, Pule G, Royal C, Sangeda R, Tayo B, Treadwell M, Tshilolo L, Wonkam A.",Appl Transl Genom,9,2016,2212-0661,23-29,research-article; journal article,Y,Y,N,Y,N,N,5,Y,Y,N,Y,N,2016-06-30,2016-03-15,NA,NA
